resource_id,resource_type,key,item_qualifier,source,source_language,format_tokens,formatted,markup,ko_markup,screen_hint,source_kind,ko,ko_status,reviewer,notes
0x7f13000c,string,abc_menu_function_shortcut_label,,Function+,en,,,,,abc,resource,Function+,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; shortcut
0x7f13000d,string,abc_menu_meta_shortcut_label,,Meta+,en,,,,,abc,resource,Meta+,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; shortcut
0x7f13000e,string,abc_menu_shift_shortcut_label,,Shift+,en,,,,,abc,resource,Shift+,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; shortcut
0x7f13000f,string,abc_menu_space_shortcut_label,,space,en,,,,,abc,resource,Space,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; shortcut
0x7f130010,string,abc_menu_sym_shortcut_label,,Sym+,en,,,,,abc,resource,Sym+,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; shortcut
0x7f130011,string,abc_prepend_shortcut_label,,Menu+,en,,,,,abc,resource,Menu+,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; shortcut
0x7f130012,string,abc_search_hint,,Search…,en,,,,,abc,resource,검색…,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; hint
0x7f130013,string,abc_searchview_description_clear,,Clear query,en,,,,,abc,resource,검색어 지우기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130014,string,abc_searchview_description_query,,Search query,en,,,,,abc,resource,검색어,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130015,string,abc_searchview_description_search,,Search,en,,,,,abc,resource,검색,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130016,string,abc_searchview_description_submit,,Submit query,en,,,,,abc,resource,검색어 제출,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130017,string,abc_searchview_description_voice,,Voice search,en,,,,,abc,resource,음성 검색,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130018,string,abc_shareactionprovider_share_with,,Share with,en,,,,,abc,resource,공유 대상,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; menu
0x7f130019,string,abc_shareactionprovider_share_with_application,,Share with %s,en,%s,,,,abc,resource,%s와 공유,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; menu
0x7f13001a,string,abc_toolbar_collapse_description,,Collapse,en,,,,,abc,resource,접기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f13001b,string,account,,アカウント,ja,,,,,account,resource,계정,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13001e,string,account_detail_show,,アカウント設定を表示,ja,,,,,account,resource,계정 설정 보기,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13001f,string,account_release_attention_button_continue_logout,,ログアウト,ja,,,,,account,resource,로그아웃,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130020,string,account_release_attention_button_continue_unregister,,退会,ja,,,,,account,resource,탈퇴,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130021,string,account_release_attention_button_open_library,,ライブラリを開く,ja,,,,,account,resource,라이브러리 열기,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130022,string,account_release_attention_message_cant_unregister,,現在お使いのアカウントは有料支払い情報があるため退会できません。プレミアム会員登録を解除し、プレミアム期間終了後に改めて行ってください。,ja,,,,,account,resource,현재 사용 중인 계정에 유료 결제 정보가 있어 탈퇴할 수 없습니다. 프리미엄 회원 등록을 해지하고 프리미엄 기간 종료 후 다시 진행해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130023,string,account_release_attention_message_cant_unregister_with_error,,現在お使いのアカウントはエラーにより退会できません。詳しくはサポートにお問い合わせください。,ja,,,,,account,resource,현재 사용 중인 계정은 오류로 인해 탈퇴할 수 없습니다. 자세한 내용은 고객지원에 문의해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130024,string,account_release_attention_message_cant_unregister_with_expire_format,,現在お使いのアカウントはプレミアム期間が残っているため退会できません。%s以降に改めて行ってください。,ja,%s,,,,account,resource,현재 사용 중인 계정은 프리미엄 기간이 남아 있어 탈퇴할 수 없습니다. %s 이후 다시 진행해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130025,string,account_release_attention_message_logout,,「ローカルリスト」へコピーしておくとログアウト後も別のアカウントで利用できます。,ja,,,,,account,resource,‘로컬 리스트’에 복사해 두면 로그아웃 후에도 다른 계정에서 이용할 수 있습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130026,string,account_release_attention_message_unregister,,「ローカルリスト」へコピーしておくと退会後も別のアカウントで利用できます。,ja,,,,,account,resource,‘로컬 리스트’에 복사해 두면 탈퇴 후에도 다른 계정에서 이용할 수 있습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130027,string,account_release_attention_open_inquiry,,お問い合わせを開く,ja,,,,,account,resource,문의 열기,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130028,string,account_release_attention_stop_subscription,,プレミアム会員登録を解除する,ja,,,,,account,resource,프리미엄 회원 등록 해지,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130029,string,account_release_attention_title,,「あとで見る」「マイリスト」が失なわれますがよろしいですか？,ja,,,,,account,resource,‘나중에 보기’‘마이리스트’가 사라집니다. 계속하시겠습니까?,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13002a,string,account_setting,,アカウント設定,ja,,,,,account,resource,계정 설정,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13002c,string,account_setting_restricted_by_age_restriction_dialog_message,,ご登録の生年月日に基づき、現在は設定の変更が制限されています。\n登録されている生年月日は、プロフィールからご確認いただけます。,ja,,,,,account,resource,등록된 생년월일을 기준으로 현재 설정 변경이 제한되어 있습니다.\n등록된 생년월일은 프로필에서 확인할 수 있습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13002d,string,action_sign_in,,Sign in or register,en,,,,,action,resource,로그인 또는 등록,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; action
0x7f13002e,string,action_sign_in_short,,Sign in,en,,,,,action,resource,로그인,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; action
0x7f13002f,string,add,,追加,ja,,,,,add,resource,추가,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130030,string,add_to_following,,フォローしました。,ja,,,,,add,resource,팔로우했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130031,string,add_to_library,,ライブラリに追加しました。,ja,,,,,add,resource,라이브러리에 추가했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130032,string,add_to_playlist,,プレイリストに追加しました。,ja,,,,,add,resource,플레이리스트에 추가했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130033,string,age_verification_dialog_message_on_home,,※他のユーザーには公開されません,ja,,,,,age,resource,※다른 사용자에게 공개되지 않습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130034,string,age_verification_dialog_message_on_masked_content,,入力後にコンテンツの表示設定を変更できます。\n※他のユーザーには公開されません,ja,,,,,age,resource,입력 후 콘텐츠 표시 설정을 변경할 수 있습니다.\n※다른 사용자에게 공개되지 않습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130035,string,age_verification_dialog_negative_button_on_masked_content,,あとで,ja,,,,,age,resource,나중에,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130036,string,age_verification_dialog_positive_button_on_masked_content,,保存して表示設定へ,ja,,,,,age,resource,저장하고 표시 설정으로,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130037,string,age_verification_dialog_title,,生年月日の入力,ja,,,,,age,resource,생년월일 입력,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130038,string,age_verification_failed_to_verification_message,,サーバーの通信に失敗しました。\n時間をおいて再度お試しください。,ja,,,,,age,resource,서버 통신에 실패했습니다.\n잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130039,string,all_play,,すべて再生,ja,,,,,all,resource,모두 재생,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13003a,string,androidx_compose_foundation_autofill,,Autofill,en,,,,,androidx,resource,자동 입력,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; ui
0x7f13003b,string,androidx_compose_ui_autofill,,Autofill,en,,,,,androidx,resource,자동 입력,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; ui
0x7f13003d,string,app_feedback,,フィードバック,ja,,,,,app,resource,피드백,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13003f,string,app_info,,ボカコレについて,ja,,,,,app,resource,보카코레 정보,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130040,string,app_inquiry,,お問い合わせ,ja,,,,,app,resource,문의,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130042,string,app_maintenance_message,,ご迷惑をおかけしますがしばらくお待ちください。\nメンテナンスに関する情報は お知らせ をご確認ください。,ja,,,,,app,resource,불편을 드려 죄송합니다. 잠시만 기다려 주세요.\n점검 관련 정보는 공지사항을 확인해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130043,string,app_maintenance_reload,,再読み込み,ja,,,,,app,resource,새로고침,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130044,string,app_maintenance_title,,ただいまメンテナンス中です,ja,,,,,app,resource,현재 점검 중입니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130046,string,app_setting,,アプリ設定,ja,,,,,app,resource,앱 설정,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130047,string,app_version_info,,バージョン情報,ja,,,,,app,resource,버전 정보,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130049,string,bottom_navigation_home,,ホーム,ja,,,,,bottom,resource,홈,approved,user,Verified in Waydroid
0x7f13004a,string,bottom_navigation_library,,ライブラリ,ja,,,,,bottom,resource,라이브러리,approved,user,Verified in Waydroid
0x7f13004b,string,bottom_navigation_mv_medley,,MVメドレー,ja,,,,,bottom,resource,MV 메들리,approved,user,Verified in Waydroid
0x7f13004c,string,bottom_navigation_ranking,,ランキング,ja,,,,,bottom,resource,랭킹,approved,user,Verified in Waydroid
0x7f13004d,string,bottom_navigation_search,,検索,ja,,,,,bottom,resource,검색,approved,user,Verified in Waydroid
0x7f13004f,string,bottomsheet_action_collapse,,Collapse the bottom sheet,en,,,,,bottomsheet,resource,하단 시트 접기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130050,string,bottomsheet_action_expand,,Expand the bottom sheet,en,,,,,bottomsheet,resource,하단 시트 펼치기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130051,string,bottomsheet_action_expand_halfway,,Expand halfway,en,,,,,bottomsheet,resource,절반 펼치기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130052,string,bottomsheet_drag_handle_content_description,,Drag handle,en,,,,,bottomsheet,resource,드래그 핸들,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130053,string,cache,,キャッシュ,ja,,,,,cache,resource,캐시,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130054,string,cache_all_delete,,キャッシュしたコンテンツを削除,ja,,,,,cache,resource,캐시한 콘텐츠 삭제,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130055,string,cache_all_delete_dialog_message,,キャッシュをすべて削除しますか？,ja,,,,,cache,resource,캐시를 모두 삭제하시겠습니까?,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130057,string,cache_capacity,,キャッシュ制限,ja,,,,,cache,resource,캐시 제한,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130058,string,cache_capacity_annotation,,キャッシュできる容量を制限します。,ja,,,,,cache,resource,캐시할 수 있는 용량을 제한합니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13005b,string,cache_high_quality_audio,,高音質でキャッシュ,ja,,,,,cache,resource,고음질로 캐시,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13005c,string,cache_high_quality_audio_annotation,,高音質非対応の作品は標準の音質でキャッシュされます。既にキャッシュされた作品はキャッシュしたときの音質で引き続き再生されます。,ja,,,,,cache,resource,고음질을 지원하지 않는 작품은 표준 음질로 캐시됩니다. 이미 캐시된 작품은 캐시할 때의 음질로 계속 재생됩니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13005d,string,cache_notification_aborted_cache_capacity_limit_big_text,,設定上限に到達したためキャッシュを停止しました,ja,,,,,cache,resource,설정 한도에 도달하여 캐시를 중지했습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13005e,string,cache_notification_action_title,,キャッシュを停止する,ja,,,,,cache,resource,캐시 중지,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13005f,string,cache_notification_complete_big_content_title,,キャッシュ完了,ja,,,,,cache,resource,캐시 완료,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130060,string,cache_notification_complete_big_text,,キャッシュが完了しました,ja,,,,,cache,resource,캐시가 완료되었습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130062,string,cache_notification_processing_big_content_title,,キャッシュ取得中の作品,ja,,,,,cache,resource,캐시 중인 작품,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130063,string,cache_notification_processing_big_text,,残り %d作品,ja,%d,,,,cache,resource,남은 작품 %d개,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130064,string,cache_notification_session_count_limited_big_text,,節約視聴リストへの追加に失敗しました。\nしばらくしてからもう一度お試しください。,ja,,,,,cache,resource,데이터 절약 시청 리스트에 추가하지 못했습니다.\n잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130065,string,cache_notification_stop_big_content_title,,キャッシュ停止,ja,,,,,cache,resource,캐시 중지,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130066,string,cache_notification_stop_big_text,,キャッシュを停止しました,ja,,,,,cache,resource,캐시를 중지했습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130068,string,cache_notification_suspend_big_content_title,,キャッシュ中断中,ja,,,,,cache,resource,캐시 일시 중단 중,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130069,string,cache_notification_suspend_big_text,,アプリ設定および通信環境をご確認ください,ja,,,,,cache,resource,앱 설정 및 통신 환경을 확인해 주세요,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13006a,string,cache_wifi_only,,Wi-Fi接続時のみキャッシュ,ja,,,,,cache,resource,Wi-Fi 연결 시에만 캐시,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13006b,string,cache_wifi_only_annotation,,キャッシュ時の通信量を節約します。,ja,,,,,cache,resource,캐시할 때 데이터 사용량을 절약합니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13006c,string,call_notification_answer_action,,Answer,en,,,,,call,resource,응답,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; notification action
0x7f13006d,string,call_notification_answer_video_action,,Video,en,,,,,call,resource,동영상,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; notification action
0x7f13006e,string,call_notification_decline_action,,Decline,en,,,,,call,resource,거절,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; call action
0x7f13006f,string,call_notification_hang_up_action,,Hang Up,en,,,,,call,resource,전화 끊기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; call action
0x7f130070,string,call_notification_incoming_text,,Incoming call,en,,,,,call,resource,수신 전화,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; call notification
0x7f130071,string,call_notification_ongoing_text,,Ongoing call,en,,,,,call,resource,통화 중,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; call notification
0x7f130072,string,call_notification_screening_text,,Screening an incoming call,en,,,,,call,resource,수신 전화 확인 중,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; call notification
0x7f130073,string,cancel,,キャンセル,ja,,,,,cancel,resource,취소,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130074,string,channel,,チャンネル,ja,,,,,channel,resource,채널,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130075,string,character_counter_content_description,,Characters entered %1$d of %2$d,en,%1$d|%2$d,false,,,character,resource,입력한 글자 수 %1$d/%2$d,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130076,string,character_counter_overflowed_content_description,,Character limit exceeded %1$d of %2$d,en,%1$d|%2$d,false,,,character,resource,글자 수 제한 초과 %1$d/%2$d,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130078,string,clear_text_end_icon_content_description,,Clear text,en,,,,,clear,resource,텍스트 지우기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f130079,string,close,,閉じる,ja,,,,,close,resource,닫기,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13007a,string,close_drawer,,Close navigation menu,en,,,,,close,resource,탐색 메뉴 닫기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f13007b,string,close_sheet,,Close sheet,en,,,,,close,resource,시트 닫기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; accessibility
0x7f13007e,string,common_google_play_services_enable_button,,Enable,en,,,,,common,resource,사용 설정,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; button
0x7f13007f,string,common_google_play_services_enable_text,,%1$s won't work unless you enable Google Play services.,en,%1$s,,,,common,resource,Google Play 서비스를 사용 설정해야 %1$s이(가) 작동합니다.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; error dialog
0x7f130080,string,common_google_play_services_enable_title,,Enable Google Play services,en,,,,,common,resource,Google Play 서비스 사용 설정,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; dialog title
0x7f130081,string,common_google_play_services_install_button,,Install,en,,,,,common,resource,설치,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; button
0x7f130082,string,common_google_play_services_install_text,,"%1$s won't run without Google Play services, which are missing from your device.",en,%1$s,,,,common,resource,기기에 Google Play 서비스가 없어 %1$s을(를) 실행할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; error dialog
0x7f130083,string,common_google_play_services_install_title,,Get Google Play services,en,,,,,common,resource,Google Play 서비스 받기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; dialog title
0x7f130084,string,common_google_play_services_notification_channel_name,,Google Play services availability,en,,,,,common,resource,Google Play 서비스 사용 가능 여부,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; notification channel
0x7f130085,string,common_google_play_services_notification_ticker,,Google Play services error,en,,,,,common,resource,Google Play 서비스 오류,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; notification
0x7f130086,string,common_google_play_services_unknown_issue,,%1$s is having trouble with Google Play services. Please try again.,en,%1$s,,,,common,resource,%1$s에서 Google Play 서비스에 문제가 발생했습니다. 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; error message
0x7f130087,string,common_google_play_services_unsupported_text,,"%1$s won't run without Google Play services, which are not supported by your device.",en,%1$s,,,,common,resource,이 기기에서 Google Play 서비스가 지원되지 않아 %1$s을(를) 실행할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; error dialog
0x7f130088,string,common_google_play_services_update_button,,Update,en,,,,,common,resource,업데이트,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; button
0x7f130089,string,common_google_play_services_update_text,,%1$s won't run unless you update Google Play services.,en,%1$s,,,,common,resource,Google Play 서비스를 업데이트해야 %1$s이(가) 실행됩니다.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; error dialog
0x7f13008a,string,common_google_play_services_update_title,,Update Google Play services,en,,,,,common,resource,Google Play 서비스 업데이트,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; dialog title
0x7f13008b,string,common_google_play_services_updating_text,,"%1$s won't run without Google Play services, which are currently updating.",en,%1$s,,,,common,resource,Google Play 서비스가 현재 업데이트 중이어서 %1$s을(를) 실행할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; error dialog
0x7f13008c,string,common_google_play_services_wear_update_text,,New version of Google Play services needed. It will update itself shortly.,en,,,,,common,resource,새 버전의 Google Play 서비스가 필요합니다. 곧 자동으로 업데이트됩니다.,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; status message
0x7f13008d,string,common_info_skip,,スキップ,ja,,,,,common,resource,건너뛰기,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13008e,string,common_open_on_phone,,Open on phone,en,,,,,common,resource,휴대전화에서 열기,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; button
0x7f13008f,string,common_rounded_meta_data_text_digit_one_hundred_million,,億,ja,,,,,common,resource,억,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130090,string,common_rounded_meta_data_text_digit_ten_thousand,,万,ja,,,,,common,resource,만,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130091,string,common_signin_button_text,,Sign in,en,,,,,common,resource,로그인,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; button
0x7f130092,string,common_signin_button_text_long,,Sign in with Google,en,,,,,common,resource,Google로 로그인,machine_verified,GPT-5.5 + deterministic QA,User-visible static UI; button
0x7f130093,string,complete,,完了,ja,,,,,complete,resource,완료,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
