# Turkish for Hushfacebook: the English key, a tab, the translation. One row per string.
# After editing, run python scripts/gen-l10n.py from the repository root.
Set when you patched	Yamaladığında ayarlananlar
Settings couldn't open	Ayarlar açılamadı
Settings couldn't refresh completely. Reopen settings and try again.	Ayarlar tamamen yenilenemedi. Ayarları yeniden açıp tekrar dene.
Settings exported.	Ayarlar dışa aktarıldı.
Settings imported. %1$d switch changed.	Ayarlar içe aktarıldı. %1$d anahtar değişti.
Settings imported. %1$d switches changed.	Ayarlar içe aktarıldı. %1$d anahtar değişti.
Source code and issues	Kaynak kodu ve sorunlar
Stays in while paused	Duraklatılsa da devrede kalır
Stories	Hikayeler
Tap to turn it back on.	Yeniden açmak için dokun.
That file is too large to be a settings file. Nothing was changed.	Bu dosya bir ayar dosyası olamayacak kadar büyük. Hiçbir şey değiştirilmedi.
That file isn't readable text, so it may have been damaged on the way. Nothing was changed.	Bu dosya okunabilir bir metin değil, aktarım sırasında hasar görmüş olabilir. Hiçbir şey değiştirilmedi.
That file lists a setting twice, so there's no telling which value to use. Nothing was changed.	Bu dosyada bir ayar iki kez geçiyor, bu yüzden hangi değerin kullanılacağı belli değil. Hiçbir şey değiştirilmedi.
That isn't a Hushfacebook settings file. Nothing was changed.	Bu bir Hushfacebook ayar dosyası değil. Hiçbir şey değiştirilmedi.
That settings file holds a value Hushfacebook can't read. Nothing was changed.	Bu ayar dosyasında Hushfacebook'un okuyamadığı bir değer var. Hiçbir şey değiştirilmedi.
That settings file is damaged or only partly downloaded. Nothing was changed.	Bu ayar dosyası hasarlı ya da yalnızca bir kısmı indirilmiş. Hiçbir şey değiştirilmedi.
That settings file was written by a newer Hushfacebook than this one. Nothing was changed.	Bu ayar dosyası, Hushfacebook'un bu sürümünden daha yeni bir sürümüyle oluşturulmuş. Hiçbir şey değiştirilmedi.
the ad telemetry block	reklam telemetrisi engeli
the AMOLED black theme	AMOLED siyah tema
the Audience Network block	Audience Network engeli
the background ad prefetch block	arka planda reklam indirme engeli
The diagnostic report couldn't be saved yet. Try again in a moment.	Tanılama raporu henüz kaydedilemedi. Birazdan tekrar dene.
The diagnostic report couldn't be saved. Try again.	Tanılama raporu kaydedilemedi. Tekrar dene.
The file %1$s couldn't be removed. Delete it from %2$s to turn Hushfacebook back on.	%1$s dosyası kaldırılamadı. Hushfacebook'u yeniden açmak için onu %2$s içinden sil.
the part of the Reels ad block patched into the app	Reels reklam engelinin uygulamaya yamalanan kısmı
the re-signed build fix	yeniden imzalanmış sürüm düzeltmesi
The setting couldn't finish updating. Its saved value is shown.	Ayarın güncellenmesi tamamlanamadı. Kayıtlı değeri gösteriliyor.
There is no diagnostic data to clear.	Temizlenecek tanılama verisi yok.
There is no diagnostic data to put back.	Geri getirilecek tanılama verisi yok.
They're chosen in Morphe Manager when you patch, and Pause doesn't turn them off. Patch again to change them.	Bunlar yamalarken Morphe Manager'da seçilir ve Duraklatma bunları kapatmaz. Değiştirmek için yeniden yamala.
This phone has no file picker, so there's no way to choose a file here.	Bu telefonda dosya seçici yok, bu yüzden burada dosya seçmenin bir yolu yok.
Try again, or go back to Facebook.	Tekrar dene veya Facebook'a geri dön.
Version	Sürüm
Version %1$s for Facebook %2$s	Facebook %2$s için %1$s sürümü
Web links leave Facebook's in-app browser. Facebook's own pages still open in the app.	Web bağlantıları Facebook'un uygulama içi tarayıcısında açılmaz. Facebook'un kendi sayfaları yine uygulamada açılır.
Writes what each patch does to the Android log. Leave it off unless you're reporting a problem.	Her yamanın ne yaptığını Android günlüğüne yazar. Bir sorun bildirmiyorsan kapalı bırak.
You paused Hushfacebook.	Hushfacebook'u duraklattın.
Your switches already match that file, so nothing will change.	Anahtarların zaten o dosyayla aynı, bu yüzden hiçbir şey değişmeyecek.
