# Brazilian Portuguese for Hushfacebook: the English key, a tab, the translation. One row per string.
# After editing, run python scripts/gen-l10n.py from the repository root.
Posts that Facebook's own detection marked as made with AI. A post labeled only by the person who shared it stays. This one starts off because it hasn't been tried on a real feed yet.	Posts que a própria detecção do Facebook marcou como feitos com IA. Um post que só quem compartilhou marcou como IA continua aparecendo. Esta opção começa desligada porque ainda não foi testada em um feed de verdade.
Profiles and some Settings pages open again on this re-signed build.	Perfis e algumas páginas de Configurações voltam a abrir nesta versão reassinada.
Re-signed build fix	Correção para versão reassinada
Reading the settings file	Lendo o arquivo de configurações
Reels and Watch	Reels e Watch
Remove tracking from shared links	Remover o rastreamento dos links compartilhados
Retry	Tentar novamente
Save any story	Salvar qualquer story
Save cancelled	Salvamento cancelado
Save folder	Pasta de destino
Save full report	Salvar relatório completo
Saved to %1$s	Salvo em %1$s
Saved to the gallery	Salvo na galeria
Saved. Restart Facebook to apply this change.	Salvo. Reinicie o Facebook para aplicar esta alteração.
Saves the switches and the save folder from the sections above to a file you choose. Pause and Debug logging stay out of it.	Salva as opções e a pasta de destino das seções acima em um arquivo que você escolher. A pausa e o Registro de depuração ficam de fora.
Saves will go to a folder named %1$s.	O que você salvar vai para uma pasta chamada %1$s.
Saving a photo	Salvando uma foto
Saving a video	Salvando um vídeo
Saving the settings file	Salvando o arquivo de configurações
Saving...	Salvando...
Set when you patched	Definido ao aplicar os patches
Settings couldn't open	Não foi possível abrir as configurações
Settings couldn't refresh completely. Reopen settings and try again.	Não foi possível atualizar as configurações por completo. Reabra as configurações e tente de novo.
Settings exported.	Configurações exportadas.
Settings imported. %1$d switch changed.	Configurações importadas. %1$d opção mudou.
Settings imported. %1$d switches changed.	Configurações importadas. %1$d opções mudaram.
Settings imported. Saves will go to a folder named %1$s.	Configurações importadas. O que você salvar vai para uma pasta chamada %1$s.
Source code and issues	Código-fonte e relatos de problemas
Stays in while paused	O que continua ativo na pausa
Stories	Stories
Takes tracking tags such as mibextid off the links you share or copy. A facebook.com/share/ link is made for one share, so Facebook can still trace it back to you.	Remove as tags de rastreamento, como mibextid, dos links que você compartilha ou copia. Um link facebook.com/share/ é criado para um único compartilhamento, então o Facebook ainda consegue associá-lo a você.
Tap to turn it back on.	Toque para reativar.
That file is too large to be a settings file. Nothing was changed.	Esse arquivo é grande demais para ser um arquivo de configurações. Nada foi alterado.
That file isn't readable text, so it may have been damaged on the way. Nothing was changed.	Esse arquivo não é texto legível, então pode ter sido danificado no caminho. Nada foi alterado.
That file lists a setting twice, so there's no telling which value to use. Nothing was changed.	Esse arquivo lista uma configuração duas vezes, então não dá para saber qual valor usar. Nada foi alterado.
That isn't a Hushfacebook settings file. Nothing was changed.	Isso não é um arquivo de configurações do Hushfacebook. Nada foi alterado.
That settings file holds a value Hushfacebook can't read. Nothing was changed.	Esse arquivo de configurações tem um valor que o Hushfacebook não consegue ler. Nada foi alterado.
That settings file is damaged or only partly downloaded. Nothing was changed.	Esse arquivo de configurações está danificado ou só foi baixado em parte. Nada foi alterado.
That settings file was written by a newer Hushfacebook than this one. Nothing was changed.	Esse arquivo de configurações foi criado por uma versão do Hushfacebook mais recente que esta. Nada foi alterado.
the ad telemetry block	o bloqueio da telemetria de anúncios
the AMOLED black theme	o tema preto AMOLED
the Audience Network block	o bloqueio do Audience Network
the background ad prefetch block	o bloqueio do pré-carregamento de anúncios em segundo plano
The diagnostic report couldn't be saved yet. Try again in a moment.	O relatório de diagnóstico ainda não pôde ser salvo. Tente de novo em instantes.
The diagnostic report couldn't be saved. Try again.	Não foi possível salvar o relatório de diagnóstico. Tente de novo.
The file %1$s couldn't be removed. Delete it from %2$s to turn Hushfacebook back on.	Não foi possível remover o arquivo %1$s. Exclua-o de %2$s para reativar o Hushfacebook.
the Material You theme	o tema Material You
the part of the Reels ad block patched into the app	a parte do bloqueio de anúncios do Reels aplicada no app
the re-signed build fix	a correção para versão reassinada
The row of friend suggestions between posts.	A fileira de sugestões de amizade entre as publicações.
The row of stories at the top of the feed, Create story included.	A fileira de stories no topo do feed, incluindo “Criar story”.
The rows of reels between posts, and the reels Facebook adds where your feed ends.	As fileiras de reels entre as publicações e os reels que o Facebook adiciona onde o seu feed termina.
The setting couldn't finish updating. Its saved value is shown.	Não foi possível concluir a atualização da configuração. O valor salvo está sendo mostrado.
There is no diagnostic data to clear.	Não há dados de diagnóstico para limpar.
There is no diagnostic data to put back.	Não há dados de diagnóstico para restaurar.
They're chosen in Morphe Manager when you patch, and Pause doesn't turn them off. Patch again to change them.	Eles são escolhidos no Morphe Manager quando você aplica os patches, e a pausa não os desliga. Aplique os patches de novo para mudá-los.
This phone has no file picker, so there's no way to choose a file here.	Este celular não tem seletor de arquivos, então não dá para escolher um arquivo aqui.
Try again, or go back to Facebook.	Tente de novo ou volte para o Facebook.
Version	Versão
Version %1$s for Facebook %2$s	Versão %1$s para o Facebook %2$s
Videos go to %1$s and photos to %2$s.	Os vídeos vão para %1$s e as fotos para %2$s.
Web links leave Facebook's in-app browser. Facebook's own pages still open in the app.	Os links da web deixam de abrir no navegador interno do Facebook. As páginas do próprio Facebook continuam abrindo no app.
Writes what each patch does to the Android log. Leave it off unless you're reporting a problem.	Grava no registro do Android o que cada patch faz. Deixe desligado, a não ser que esteja relatando um problema.
You paused Hushfacebook.	Você pausou o Hushfacebook.
Your switches already match that file, so nothing will change.	Suas opções já correspondem a esse arquivo, então nada vai mudar.
Keep feed position on return	Manter a posição no feed ao voltar
Returning to Facebook within ten minutes keeps your place. Pull to refresh still works.	Se você voltar ao Facebook em até dez minutos, continuará de onde parou. Puxe para baixo para atualizar quando quiser.
