# Indonesian for Hushfacebook: the English key, a tab, the translation. One row per string.
# After editing, run python scripts/gen-l10n.py from the repository root.
Empties the log and the filter counts a report would include.	Mengosongkan log dan hitungan filter yang akan dimasukkan ke laporan.
Every switch but Debug logging acts as if it were off, and what was set when you patched stays in. Your settings stay as they are.	Semua sakelar kecuali Pencatatan debug dianggap nonaktif, dan yang diatur saat Anda menambal tetap aktif. Pengaturan Anda tetap seperti semula.
Export diagnostic report	Ekspor laporan diagnostik
Export settings	Ekspor pengaturan
Facebook closed three times within a minute of starting, so Hushfacebook paused itself.	Facebook tertutup tiga kali dalam satu menit setelah dibuka, jadi Hushfacebook menjeda dirinya sendiri.
Facebook doesn't download ads or its ad model in the background.	Facebook tidak mengunduh iklan atau model iklannya di latar belakang.
Facebook doesn't serve ads to other apps on this phone.	Facebook tidak menayangkan iklan ke aplikasi lain di ponsel ini.
From the next start, every switch above acts as if it were off, and Facebook's own code runs in its place. Debug logging keeps working, and your settings stay as they are.	Setelah Facebook dimulai ulang, semua sakelar di atas dianggap nonaktif, dan kode Facebook sendiri yang berjalan sebagai gantinya. Pencatatan debug tetap berfungsi, dan pengaturan Anda tetap seperti semula.
Full report saved to %1$s	Laporan lengkap disimpan ke %1$s
GPL-3.0, with the notices of the projects this is built on	GPL-3.0, beserta pemberitahuan dari proyek yang menjadi dasarnya
Hide promoted posts	Sembunyikan postingan promosi
Hide sponsored posts	Sembunyikan postingan bersponsor
Hide sponsored reels	Sembunyikan Reels bersponsor
Hide sponsored stories	Sembunyikan cerita bersponsor
Hide suggested and promoted units	Sembunyikan kartu saran dan promosi
How far a photo or video you're saving has got, with a button to cancel it	Progres foto atau video yang sedang Anda simpan, dengan tombol untuk membatalkannya
Hushfacebook %1$s on Facebook %2$s	Hushfacebook %1$s di Facebook %2$s
Hushfacebook is on	Hushfacebook aktif
Hushfacebook is paused	Hushfacebook dijeda
Hushfacebook saves	Penyimpanan Hushfacebook
Hushfacebook settings	Pengaturan Hushfacebook
Hushfacebook settings couldn't open	Pengaturan Hushfacebook tidak dapat dibuka
Hushfacebook turns back on when Facebook restarts.	Hushfacebook aktif lagi saat Facebook dimulai ulang.
Import	Impor
Import settings	Impor pengaturan
Importing settings	Mengimpor pengaturan
Licenses	Lisensi
Link expired. Reopen the item and try again	Tautan kedaluwarsa. Buka ulang kontennya lalu coba lagi
Links	Tautan
News feed	Kabar Beranda
No matching diagnostics found.	Tidak ditemukan diagnostik yang cocok.
No screenshot watching for ads, and no reports of which apps you install.	Tangkapan layar iklan tidak dipantau, dan aplikasi yang Anda pasang tidak dilaporkan.
Not saved: that isn't a Facebook photo or video	Tidak disimpan: itu bukan foto atau video Facebook
Not saved: the file is over 512 MB	Tidak disimpan: file lebih dari 512 MB
Open links in your browser	Buka tautan di browser Anda
Paid ads in the feed. They're dropped before Facebook adds them, so no gap is left.	Iklan berbayar di Kabar Beranda. Iklannya dibuang sebelum ditambahkan Facebook, jadi tidak meninggalkan ruang kosong.
Pause Hushfacebook	Jeda Hushfacebook
Posts Facebook files as promotions rather than as ads.	Postingan yang dikategorikan Facebook sebagai promosi, bukan iklan.
Profiles and some Settings pages open again on this re-signed build.	Profil dan beberapa halaman Pengaturan dapat dibuka lagi di build yang ditandatangani ulang ini.
Re-signed build fix	Perbaikan build yang ditandatangani ulang
Reading the settings file	Membaca file pengaturan
Reels and Watch	Reels dan Watch
Retry	Coba lagi
Save any story	Simpan cerita apa pun
Save cancelled	Penyimpanan dibatalkan
Save full report	Simpan laporan lengkap
Saved to %1$s	Disimpan ke %1$s
Saved to the gallery	Disimpan ke galeri
Saved. Restart Facebook to apply this change.	Tersimpan. Mulai ulang Facebook untuk menerapkan perubahan ini.
Saves the switches from the sections above to a file you choose. Pause and Debug logging stay out of it.	Menyimpan sakelar dari bagian-bagian di atas ke file pilihan Anda. Jeda dan Pencatatan debug tidak ikut disimpan.
Saving a photo	Menyimpan foto
Saving a video	Menyimpan video
Saving the settings file	Menyimpan file pengaturan
Saving...	Menyimpan...
Set when you patched	Diatur saat Anda menambal
Settings couldn't open	Pengaturan tidak dapat dibuka
Settings couldn't refresh completely. Reopen settings and try again.	Pengaturan tidak dapat dimuat ulang sepenuhnya. Buka kembali pengaturan lalu coba lagi.
Settings exported.	Pengaturan diekspor.
Settings imported. %1$d switch changed.	Pengaturan diimpor. %1$d sakelar berubah.
Settings imported. %1$d switches changed.	Pengaturan diimpor. %1$d sakelar berubah.
Source code and issues	Kode sumber dan laporan masalah
Stays in while paused	Tetap aktif saat dijeda
Stories	Cerita
Tap to turn it back on.	Ketuk untuk mengaktifkan Hushfacebook lagi.
That file is too large to be a settings file. Nothing was changed.	File itu terlalu besar untuk sebuah file pengaturan. Tidak ada yang diubah.
That file isn't readable text, so it may have been damaged on the way. Nothing was changed.	File itu bukan teks yang dapat dibaca, jadi mungkin rusak saat ditransfer. Tidak ada yang diubah.
That file lists a setting twice, so there's no telling which value to use. Nothing was changed.	File itu mencantumkan satu pengaturan dua kali, jadi tidak jelas nilai mana yang harus dipakai. Tidak ada yang diubah.
That isn't a Hushfacebook settings file. Nothing was changed.	Itu bukan file pengaturan Hushfacebook. Tidak ada yang diubah.
That settings file holds a value Hushfacebook can't read. Nothing was changed.	File pengaturan itu memuat nilai yang tidak dapat dibaca Hushfacebook. Tidak ada yang diubah.
That settings file is damaged or only partly downloaded. Nothing was changed.	File pengaturan itu rusak atau hanya terunduh sebagian. Tidak ada yang diubah.
That settings file was written by a newer Hushfacebook than this one. Nothing was changed.	File pengaturan itu dibuat oleh versi Hushfacebook yang lebih baru daripada versi ini. Tidak ada yang diubah.
the ad telemetry block	pemblokir telemetri iklan
the AMOLED black theme	tema hitam AMOLED
the Audience Network block	pemblokir Audience Network
the background ad prefetch block	pemblokir pramuat iklan di latar belakang
The diagnostic report couldn't be saved yet. Try again in a moment.	Laporan diagnostik belum dapat disimpan. Coba lagi dalam beberapa saat.
The diagnostic report couldn't be saved. Try again.	Laporan diagnostik tidak dapat disimpan. Coba lagi.
The file %1$s couldn't be removed. Delete it from %2$s to turn Hushfacebook back on.	File %1$s tidak dapat dihapus. Hapus file itu dari %2$s untuk mengaktifkan Hushfacebook lagi.
the part of the Reels ad block patched into the app	bagian pemblokir iklan Reels yang ditambalkan ke aplikasi
the re-signed build fix	perbaikan build yang ditandatangani ulang
The setting couldn't finish updating. Its saved value is shown.	Pengaturan ini tidak dapat selesai diperbarui. Nilai yang tersimpan ditampilkan.
There is no diagnostic data to clear.	Tidak ada data diagnostik yang dapat dihapus.
There is no diagnostic data to put back.	Tidak ada data diagnostik yang dapat dikembalikan.
They're chosen in Morphe Manager when you patch, and Pause doesn't turn them off. Patch again to change them.	Semua ini dipilih di Morphe Manager saat Anda menambal, dan Jeda tidak mematikannya. Tambal ulang untuk mengubahnya.
This phone has no file picker, so there's no way to choose a file here.	Ponsel ini tidak memiliki pemilih file, jadi file tidak dapat dipilih di sini.
Try again, or go back to Facebook.	Coba lagi, atau kembali ke Facebook.
Version	Versi
Version %1$s for Facebook %2$s	Versi %1$s untuk Facebook %2$s
Web links leave Facebook's in-app browser. Facebook's own pages still open in the app.	Tautan web tidak lagi dibuka di browser dalam aplikasi Facebook. Tautan ke Facebook sendiri tetap dibuka di aplikasi.
Writes what each patch does to the Android log. Leave it off unless you're reporting a problem.	Mencatat ke log Android apa yang dilakukan setiap tambalan. Biarkan nonaktif kecuali Anda sedang melaporkan masalah.
You paused Hushfacebook.	Anda menjeda Hushfacebook.
Your switches already match that file, so nothing will change.	Sakelar Anda sudah sesuai dengan file itu, jadi tidak ada yang akan berubah.
